20241107_141055_160,1.00009822725948,116.2047114,40.0223736,校园内部_3_file_path\20241107_141055_160.png
20241107_141055_537,0.9991602393282,116.2047111,40.0223733,校园内部_3_file_path\20241107_141055_537.png
20241107_141055_973,0.99726972891666,116.2047111,40.0223731,校园内部_3_file_path\20241107_141055_973.png
20241107_141056_484,0.99721334681214,116.2047111,40.0223733,校园内部_3_file_path\20241107_141056_484.png
20241107_141057_236,0.99865717653228,116.2047114,40.0223734,校园内部_3_file_path\20241107_141057_236.png
20241107_141057_763,0.9996234906472801,116.2047115,40.022373,校园内部_3_file_path\20241107_141057_763.png
20241107_141058_195,0.99815508187998,116.2047115,40.022373,校园内部_3_file_path\20241107_141058_195.png
20241107_141058_594,0.9992257098962399,116.2047116,40.022373,校园内部_3_file_path\20241107_141058_594.png
20241107_141059_035,0.99816033146992,116.2047116,40.022373,校园内部_3_file_path\20241107_141059_035.png
20241107_141059_542,0.99776383387,116.2047116,40.0223729,校园内部_3_file_path\20241107_141059_542.png
20241107_141100_069,0.9939650700228401,116.2047115,40.0223726,校园内部_3_file_path\20241107_141100_069.png
20241107_141100_609,0.9981941020042799,116.2047115,40.0223727,校园内部_3_file_path\20241107_141100_609.png
20241107_141101_006,0.99722614678344,116.2047115,40.0223727,校园内部_3_file_path\20241107_141101_006.png
20241107_141101_515,0.9967399198891801,116.2047115,40.0223727,校园内部_3_file_path\20241107_141101_515.png
20241107_141101_894,0.9957649536928,116.2047116,40.0223724,校园内部_3_file_path\20241107_141101_894.png
20241107_141102_380,0.99730529614166,116.2047115,40.0223715,校园内部_3_file_path\20241107_141102_380.png
20241107_141102_912,0.9986060931288,116.2047113,40.0223707,校园内部_3_file_path\20241107_141102_912.png
20241107_141103_306,0.99860078916654,116.2047113,40.0223705,校园内部_3_file_path\20241107_141103_306.png
20241107_141103_730,0.9986462805859,116.2047112,40.0223706,校园内部_3_file_path\20241107_141103_730.png
20241107_141104_174,0.99777482052418,116.2047112,40.0223704,校园内部_3_file_path\20241107_141104_174.png
20241107_141104_624,0.9991375243206599,116.2047112,40.0223695,校园内部_3_file_path\20241107_141104_624.png
20241107_141105_054,0.9981725530630601,116.2047112,40.0223695,校园内部_3_file_path\20241107_141105_054.png
20241107_141105_379,0.9972836454236,116.2047111,40.0223687,校园内部_3_file_path\20241107_141105_379.png
20241107_141105_704,0.9977546565553,116.2047112,40.022368,校园内部_3_file_path\20241107_141105_704.png
20241107_141106_154,1.0034759569036598,116.2047112,40.022368,校园内部_3_file_path\20241107_141106_154.png
20241107_141106_585,1.01430527130998,116.2047098,40.0223663,校园内部_3_file_path\20241107_141106_585.png
20241107_141107_035,0.9633560305369601,116.2047098,40.0223663,校园内部_3_file_path\20241107_141107_035.png
20241107_141107_461,0.9490168474579201,116.2047084,40.022365,校园内部_3_file_path\20241107_141107_461.png
20241107_141107_910,1.01872876070376,116.2047073,40.0223644,校园内部_3_file_path\20241107_141107_910.png
20241107_141108_327,0.86912212947604,116.2047065,40.022364,校园内部_3_file_path\20241107_141108_327.png
20241107_141108_688,1.07089799504784,116.2047054,40.0223626,校园内部_3_file_path\20241107_141108_688.png
20241107_141109_114,0.9237089263556599,116.2047054,40.0223626,校园内部_3_file_path\20241107_141109_114.png
