20241107_140408_620,-0.015818722254376638,116.203708,40.023011,校园内部_1_file_path\20241107_140408_620.png
20241107_140408_843,-0.029632123949788536,116.2037097,40.0230089,校园内部_1_file_path\20241107_140408_843.png
20241107_140409_152,-0.020960979711876604,116.2037097,40.0230089,校园内部_1_file_path\20241107_140409_152.png
20241107_140409_477,-0.020778948907020478,116.2037126,40.0230066,校园内部_1_file_path\20241107_140409_477.png
20241107_140409_841,-0.024525268991769877,116.2037159,40.0230047,校园内部_1_file_path\20241107_140409_841.png
20241107_140410_152,-0.004577039376286507,116.2037159,40.0230047,校园内部_1_file_path\20241107_140410_152.png
20241107_140410_449,0.0045601998102640096,116.2037146,40.0230043,校园内部_1_file_path\20241107_140410_449.png
20241107_140410_672,0.035293780968423505,116.2037146,40.0230043,校园内部_1_file_path\20241107_140410_672.png
20241107_140410_883,-0.02627224364571923,116.2037133,40.0230044,校园内部_1_file_path\20241107_140410_883.png
20241107_140411_115,-0.038804959033294395,116.2037133,40.0230044,校园内部_1_file_path\20241107_140411_115.png
20241107_140411_340,-0.014354401653042359,116.2037186,40.0230047,校园内部_1_file_path\20241107_140411_340.png
20241107_140411_651,-0.014120801117117665,116.2037186,40.0230047,校园内部_1_file_path\20241107_140411_651.png
20241107_140411_876,-0.004413986285026539,116.2037239,40.0230062,校园内部_1_file_path\20241107_140411_876.png
20241107_140412_208,-0.0059077536218303806,116.2037306,40.0230081,校园内部_1_file_path\20241107_140412_208.png
20241107_140412_528,-0.020737557243226235,116.2037306,40.0230081,校园内部_1_file_path\20241107_140412_528.png
20241107_140412_791,-0.050461096255235205,116.2037306,40.0230081,校园内部_1_file_path\20241107_140412_791.png
20241107_140413_107,-0.02849191995623812,116.2037402,40.0230102,校园内部_1_file_path\20241107_140413_107.png
20241107_140413_407,-0.019150103676167873,116.2037463,40.0230124,校园内部_1_file_path\20241107_140413_407.png
20241107_140413_729,-0.010938082411454886,116.2037463,40.0230124,校园内部_1_file_path\20241107_140413_729.png
20241107_140413_964,-0.025651958655156903,116.2037521,40.023014,校园内部_1_file_path\20241107_140413_964.png
